req_id,time,position,base_station,compute_demand,max_latency,process_time,type
REQ_1_s,0.09385361799537183,"(42.79519740568645, 50.602771193276624)",BS_50,18.158425631014783,20,2.0383717364576452,safety-critical
REQ_2_s,0.10546665852378635,"(62.31719688531316, 24.634504504903358)",BS_99,20.0,25,1.9786103543198328,safety-critical
REQ_3_s,0.1355135642692541,"(69.64544072992094, 23.505623002470678)",BS_99,20.0,25,2.01971165109398,safety-critical
REQ_4_s,0.5286510204240215,"(59.51184265127047, 29.102741060279865)",BS_99,20.0,25,1.9610808996454554,safety-critical
REQ_5_i,0.7169710144454242,"(17.87707975054901, 85.55818574794418)",BS_40,17.547507720514684,35,17.88663964887023,infotainment
REQ_6_a,0.8637931936272699,"(49.53533612333944, 54.2970797419181)",BS_44,20.0,30,10.88176103894861,adas
REQ_7_i,0.8823242854178931,"(19.59828624191452, 4.522728891053807)",BS_96,8.346651043346577,30,17.840467374815873,infotainment
REQ_8_s,1.0590653580195226,"(14.833147295832006, 0.0)",BS_96,20.0,15,1.9862349544876803,safety-critical
REQ_9_a,1.1033732461206998,"(52.77414850670202, 96.74742734783938)",BS_57,17.68925116484314,20,9.37652260501504,adas
REQ_10_i,1.5962991920445366,"(51.54541006956682, 92.89908847950883)",BS_57,12.85001618652154,35,25.179549405726092,infotainment
REQ_11_i,2.0327495745248396,"(56.41022773834576, 96.87706579898854)",BS_57,9.892521882670145,30,24.693930967442018,infotainment
REQ_12_i,2.2807821343235837,"(57.16267312889873, 96.30995954225656)",BS_57,15.382842529025758,30,21.74206862519008,infotainment
REQ_13_a,2.3381298989202435,"(53.12020511443279, 93.80117432433389)",BS_57,20.0,25,11.158186652932027,adas
REQ_14_a,2.460087735237876,"(22.82554595070476, 36.35330262846368)",BS_13,16.838935603880245,20,9.640221854708013,adas
REQ_15_i,2.5366338785215397,"(23.152730069932947, 61.03206150191697)",BS_19,16.33254124679059,40,20.783165816539668,infotainment
REQ_16_i,2.572616175945127,"(20.97713608499032, 100.0)",BS_22,7.279038323785359,40,17.54793753463151,infotainment
REQ_17_i,2.650692936521422,"(45.83505130686473, 52.08648957284065)",BS_50,14.91652137969762,30,14.97948613402933,infotainment
REQ_18_s,2.682747094085426,"(45.51316105285989, 53.811001248064294)",BS_50,20.0,20,1.9286760557637224,safety-critical
REQ_19_i,2.71405326628252,"(48.9452760277563, 98.56504541106007)",BS_57,20.0,40,22.255799098060322,infotainment
REQ_20_a,2.7695098494764143,"(48.718262751322115, 99.64972904187178)",BS_57,20.0,30,10.378226614740852,adas
REQ_21_i,2.8107962707979257,"(40.96494559599145, 99.99254391590192)",BS_58,11.609008097146196,40,17.255927206216167,infotainment
REQ_22_i,3.362865034358787,"(39.18122046715048, 100.0)",BS_24,16.023569705718582,30,23.921428262847286,infotainment
REQ_23_a,3.4182404434463676,"(9.310276780589922, 89.72157579533267)",BS_27,20.0,30,11.19072725611364,adas
REQ_24_a,3.6592737000091766,"(13.913610359155278, 88.58796351758586)",BS_27,19.28099667974235,25,11.788593857325463,adas
REQ_25_s,4.222401146924218,"(14.666905576571683, 88.50938881832363)",BS_40,20.0,25,1.980833834686705,safety-critical
REQ_26_i,4.477666785939967,"(26.03363136665909, 89.24426207060971)",BS_40,16.42150908218542,40,20.177843852159587,infotainment
REQ_27_i,4.922877828189671,"(39.7057421619678, 89.71308922136944)",BS_58,17.815503064942526,40,17.42852733075115,infotainment
REQ_28_a,5.092606207126647,"(42.740620709810926, 87.96858330750568)",BS_39,20.0,25,10.341590805948716,adas
REQ_29_a,5.772774610351059,"(38.5066521194689, 80.39434718407637)",BS_21,16.610930071182782,20,9.487034682364378,adas
REQ_30_i,5.873178006096496,"(32.7680522553439, 87.34236132480932)",BS_24,6.923500390839532,30,16.450881165994844,infotainment
REQ_31_i,5.902558386594927,"(47.59446527967795, 68.07790146849501)",BS_51,5.3456981677280435,30,18.46852034126721,infotainment
REQ_32_i,5.919581569947867,"(39.79167991749161, 78.07964191402553)",BS_54,10.889643582049132,35,18.634900478037302,infotainment
REQ_33_s,5.987107702010771,"(59.08332605690107, 3.050024993904943)",BS_83,14.056136268421133,15,2.0544475298483684,safety-critical
REQ_34_i,6.134838419666575,"(41.24189313347582, 52.345437861086616)",BS_4,20.0,40,25.5302412749616,infotainment
REQ_35_s,6.164620362108549,"(36.95414870517032, 56.54546474419876)",BS_0,20.0,15,1.9603247491163696,safety-critical
REQ_36_s,6.176611470294289,"(35.35737331609643, 55.52238221681082)",BS_0,20.0,15,2.028894856754942,safety-critical
REQ_37_i,6.4444149512693345,"(55.43540525114007, 61.17207462343522)",BS_59,7.807775790311039,30,16.16024080021061,infotainment
REQ_38_a,6.470019049028209,"(54.032130874435964, 58.15219502594648)",BS_53,19.048638572789983,20,10.599896633711007,adas
REQ_39_a,6.59499485351519,"(64.97736826427634, 4.8058924197033726)",BS_83,17.5134068286489,25,10.524609000630509,adas
REQ_40_s,6.791619852471736,"(60.06982500903658, 7.116409791019726)",BS_83,14.595084948336897,25,2.003044830355858,safety-critical
REQ_41_a,7.114458989696305,"(61.20474651513332, 5.761598480181032)",BS_83,19.705526127950186,25,10.446890144774068,adas
REQ_42_i,7.16076581041612,"(18.142405709964088, 43.34693096055744)",BS_6,15.496348103850398,40,18.70992384245025,infotainment
REQ_43_i,7.175535735805405,"(15.031219885432693, 41.569487755975636)",BS_6,19.04819943944963,30,20.921898562629828,infotainment
REQ_44_a,7.500934897004201,"(18.767687911049002, 44.62133908314296)",BS_6,20.0,30,8.779429895718145,adas
REQ_45_i,7.6746942319590445,"(35.881568012110534, 94.05007612498372)",BS_24,20.0,40,22.573593976365398,infotainment
REQ_46_a,7.696461735720388,"(33.26562754417498, 98.79579106388871)",BS_24,20.0,30,9.869856945632316,adas
REQ_47_a,7.832320712463691,"(31.55268320302175, 100.0)",BS_24,20.0,30,10.404582895117525,adas
REQ_48_a,7.863182243372115,"(29.38616616850895, 100.0)",BS_24,20.0,20,10.232049937357637,adas
REQ_49_a,7.916295419036071,"(27.799322242155736, 100.0)",BS_24,20.0,30,11.06947795204087,adas
REQ_50_i,8.047722891616784,"(23.84072234887784, 94.14011572774777)",BS_40,12.416093480365445,35,15.524077023623452,infotainment
REQ_51_i,8.05931297782997,"(26.304154767879865, 94.58448075840649)",BS_24,12.070431975133339,35,18.796338584342493,infotainment
REQ_52_s,8.173972308018657,"(16.820418666965253, 97.5799473875522)",BS_22,20.0,15,1.9466839260880016,safety-critical
REQ_53_i,8.322061094654865,"(27.586330954523035, 93.74320957311195)",BS_24,14.500806289667205,30,22.92892737944331,infotainment
REQ_54_s,8.38703577863389,"(32.74933297461292, 84.69255294813188)",BS_35,15.683511951554319,15,2.093808541960794,safety-critical
REQ_55_s,8.492971803865368,"(6.413040725822048, 88.59913610117144)",BS_27,20.0,15,1.913484234478791,safety-critical
REQ_56_a,8.60131230518399,"(63.32827554172146, 40.79707815072725)",BS_61,20.0,30,8.90265413143334,adas
REQ_57_i,8.70115412635025,"(64.42169100310217, 38.375199690880734)",BS_72,16.437919104909216,40,20.579834185548158,infotainment
REQ_58_s,8.994210744391502,"(30.97602106296778, 22.611148072315203)",BS_88,20.0,20,2.0257219417029373,safety-critical
REQ_59_i,9.415319668759794,"(75.69991321722287, 4.689646779121992)",BS_83,9.995092100067707,35,18.72190298430674,infotainment
REQ_60_i,9.711281084951898,"(33.35176100462269, 82.47772422363833)",BS_35,13.079739539656234,30,20.498264397524455,infotainment
REQ_61_a,9.88957919637426,"(48.00459670184751, 42.05357786650751)",BS_86,19.724434618249624,30,10.525211712690947,adas
REQ_62_i,9.918901706619916,"(52.434914503078275, 41.36818876129824)",BS_56,14.507071156288085,35,20.222284341259325,infotainment
