req_id,time,position,base_station,compute_demand,max_latency,process_time,type
REQ_1_i,11.261831420959007,"(47.131084180532284, 41.87730214414378)",BS_95,15.449697970388527,40,19.85602669073381,infotainment
REQ_2_a,28.759823035736424,"(48.55617464345392, 40.68233871176366)",BS_95,20.0,20,8.992410636956134,adas
REQ_3_i,31.63439613476197,"(42.61949147062502, 35.64120912742386)",BS_95,17.1144003029604,30,24.978167999613593,infotainment
REQ_4_i,33.97107770659922,"(44.03840542630554, 66.54315688210397)",BS_7,15.224393109747677,35,19.536696124518144,infotainment
REQ_5_s,39.47067266415268,"(47.3649668329352, 68.8679199503595)",BS_51,15.720733531357228,15,1.990226547887167,safety-critical
REQ_6_i,42.2145103399005,"(48.71228277017378, 65.61446865874619)",BS_76,17.203127854444716,30,21.159543456614056,infotainment
REQ_7_i,46.170543576449965,"(52.21522960946435, 60.63284645858729)",BS_55,13.014128557963861,35,19.644613466323786,infotainment
REQ_8_s,48.00364626487041,"(59.432901457794074, 66.05229865578858)",BS_59,14.232191750132495,20,2.0243575968229477,safety-critical
REQ_9_i,49.1909796914133,"(71.85637297865992, 63.96896311162659)",BS_75,10.758885793324607,35,19.435141950945276,infotainment
REQ_10_i,50.84474402110177,"(96.30303681376185, 29.28225449552859)",BS_62,11.570352048151069,30,18.84607102713141,infotainment
REQ_11_i,62.29036398266339,"(18.82217539850294, 40.045436154112245)",BS_6,20.0,40,20.828630368931847,infotainment
REQ_12_s,74.4568718903427,"(14.465183369120233, 64.99895783895877)",BS_34,20.0,15,2.0084128691921848,safety-critical
REQ_13_i,76.10066628873673,"(98.27307336949889, 41.41621484194867)",BS_87,5.727691504624211,30,15.612748579410914,infotainment
REQ_14_i,82.08294358566465,"(93.15173120362591, 43.293213179509905)",BS_87,9.449914967286118,30,16.94107987454539,infotainment
REQ_15_i,94.86049698135095,"(36.66029888319018, 45.32321335439521)",BS_8,11.433106910855479,30,19.17817726962618,infotainment
REQ_16_s,135.47696200089968,"(28.59330843351264, 52.613748468114466)",BS_97,20.0,20,2.0392388765310203,safety-critical
REQ_17_a,142.46743238688202,"(48.46393613429417, 18.562663458526217)",BS_80,18.252253898617482,30,10.155164245920734,adas
REQ_18_i,153.975110628408,"(67.4184608533215, 30.61617248039472)",BS_72,9.685764761192718,35,19.344509144532665,infotainment
REQ_19_i,163.64218244617354,"(67.4648423025062, 35.03918014511845)",BS_72,12.697368038784017,30,20.02936197732407,infotainment
REQ_20_i,175.99879866883333,"(33.722615439069685, 38.5826915294356)",BS_1,12.494495998765249,30,23.14153765713116,infotainment
REQ_21_i,196.41335910217606,"(32.903933510459574, 45.1657592087316)",BS_8,12.078053401461672,40,24.691895525842273,infotainment
REQ_22_s,213.65673295654437,"(33.40839839098142, 51.106695703527684)",BS_91,9.507955698748265,20,2.054831984945964,safety-critical
REQ_23_i,233.33335470279133,"(40.49702818978646, 50.76722288773915)",BS_50,13.463481811304487,30,23.218629738790952,infotainment
REQ_24_a,241.09616623817791,"(42.38545288486608, 52.352384484400325)",BS_50,20.0,20,10.082582803391476,adas
REQ_25_i,269.629977759772,"(39.58144766102482, 48.48641804155955)",BS_50,11.845979111582409,30,18.23160411467388,infotainment
REQ_26_i,285.5589099442197,"(46.19441562649206, 48.071699910007204)",BS_12,7.05518040650256,30,21.75706382344937,infotainment
REQ_27_s,302.21347578635084,"(34.84836752158817, 83.03358920767829)",BS_35,20.0,20,2.06693039618424,safety-critical
REQ_28_s,310.0214622475826,"(41.292996843292634, 38.86690963517133)",BS_95,20.0,20,2.119071844208956,safety-critical
REQ_29_i,316.4249344291836,"(42.468382738459354, 29.11673153973649)",BS_89,12.067417330664444,30,20.224977496281067,infotainment
REQ_30_i,338.0712215988233,"(44.814656351210026, 30.75416947921088)",BS_16,12.04388316125505,40,13.341995230898661,infotainment
REQ_31_i,363.8601794947074,"(39.78939984571425, 27.1035777117967)",BS_89,11.757487704587259,40,13.791021488499895,infotainment
REQ_32_a,377.43501578914885,"(39.69781527926546, 24.95274169378118)",BS_85,17.475156474194222,25,10.155799980115107,adas
REQ_33_i,395.4672557130516,"(15.019989207624551, 44.820943260771685)",BS_6,16.776384834344178,35,15.287806351741757,infotainment
REQ_34_a,408.4585704217782,"(12.803122125320636, 54.375578202743604)",BS_3,20.0,25,10.950588189531317,adas
REQ_35_s,431.40448260504814,"(4.815094634844705, 100.0)",BS_22,10.78601491869351,25,2.0307334831841244,safety-critical
REQ_36_s,437.3501545133206,"(1.9094111427276266, 100.0)",BS_22,12.324904917577753,25,1.9675891908434133,safety-critical
REQ_37_a,464.9085324151093,"(0.0, 94.66672649814446)",BS_22,17.678709416630593,20,9.95259184010382,adas
REQ_38_a,466.9800473746401,"(51.39109142016706, 48.10899520453372)",BS_56,20.0,30,9.355047323428062,adas
REQ_39_i,478.6653072083983,"(9.111281550407924, 91.42118809943392)",BS_22,12.563712202707993,35,18.68559816918236,infotainment
REQ_40_i,483.10930399484073,"(1.986136117616292, 88.87666726032617)",BS_37,10.924240742460654,35,25.32994150630733,infotainment
REQ_41_i,484.2986412470764,"(0.0, 85.40441522535873)",BS_37,9.600508013271398,30,22.758189275055056,infotainment
REQ_42_i,493.1470536090676,"(0.0, 80.33112957164042)",BS_37,9.977739326703919,40,17.46673593497501,infotainment
REQ_43_i,500.5956765364106,"(0.0, 73.81348608156688)",BS_20,7.1227227741684915,40,23.117440383630004,infotainment
REQ_44_i,506.91574735188004,"(0.0, 72.7036611047024)",BS_20,7.367591214824947,40,18.781461677623458,infotainment
REQ_45_i,524.9906531674158,"(2.9874719084674473, 71.49967908274722)",BS_20,9.084045501716826,40,20.311413592698695,infotainment
REQ_46_s,558.2099575894736,"(5.750455558630252, 26.03533021637959)",BS_11,17.780421499989583,20,2.020693051070782,safety-critical
REQ_47_i,566.3299868170411,"(5.777439779840748, 19.85933275975579)",BS_11,12.152966706624337,40,19.830746292527785,infotainment
REQ_48_i,569.2300295779054,"(7.878995268496963, 23.674978983077008)",BS_11,9.89405124610617,40,19.19323202906503,infotainment
REQ_49_a,569.5463802652088,"(79.87935707139584, 55.629024748613155)",BS_69,17.542092349056073,20,9.38899449035596,adas
REQ_50_s,581.7058123357791,"(8.046175282769264, 16.983583268172396)",BS_11,15.776160403832245,25,2.0598869230178276,safety-critical
REQ_51_i,582.5262836373859,"(42.645602646382606, 41.72979333520762)",BS_95,9.099733569022893,40,18.775536780020296,infotainment
REQ_52_s,590.4517849374622,"(47.94426144122468, 38.1403247845227)",BS_95,16.665371213027566,20,1.9918292610084283,safety-critical
REQ_53_a,598.6863218663026,"(57.27456112890208, 38.82270904639055)",BS_61,20.0,25,9.737651562463324,adas
REQ_54_a,623.4118120622068,"(100.0, 58.31648739515752)",BS_66,15.740856880739727,30,9.996707482581071,adas
REQ_55_i,624.3640961962708,"(99.93055683827421, 59.54564059756547)",BS_66,7.135171779588717,40,19.598294882426515,infotainment
REQ_56_i,643.7053275180616,"(100.0, 55.53924659106072)",BS_66,7.800706328028616,40,22.02019131476944,infotainment
REQ_57_a,650.9843145217443,"(54.38071201452584, 24.751301377113084)",BS_94,20.0,30,9.638098809951805,adas
REQ_58_a,651.4025405192834,"(53.803594709152, 30.444037117369742)",BS_60,18.51648763534137,20,9.237808471486755,adas
REQ_59_s,652.6656750925674,"(54.435459454512, 40.41484497827007)",BS_56,20.0,25,2.009344130366447,safety-critical
REQ_60_i,657.0858459013692,"(51.978589380157, 37.89368304542301)",BS_2,8.2037567572271,30,27.267933984015407,infotainment
REQ_61_s,660.6167058262811,"(51.11912962790051, 38.46296012504617)",BS_2,12.755739454572662,20,1.9874059732890843,safety-critical
REQ_62_i,662.9804310547427,"(24.580785149056137, 75.893831523594)",BS_30,11.01725317170898,35,22.31237098322726,infotainment
REQ_63_i,666.0902630125601,"(32.556541231010954, 81.0152083392724)",BS_35,13.465501863629378,40,25.157603999925996,infotainment
REQ_64_a,666.6465605960753,"(39.73194753149586, 83.19959755482797)",BS_21,18.4266786776115,30,10.16061494508485,adas
REQ_65_i,667.2734104790054,"(47.79934054268443, 87.72760119232564)",BS_39,15.795343847955788,30,20.811435938904456,infotainment
REQ_66_i,678.4404419320744,"(48.164574434350705, 83.10193419748114)",BS_48,7.639556095201851,35,25.33029699359059,infotainment
REQ_67_i,684.3463771162168,"(32.13790903100981, 53.16138846100029)",BS_91,12.5683747074551,40,11.478553205171009,infotainment
REQ_68_i,689.396600884318,"(33.19557538700741, 53.248286803257805)",BS_91,18.358003819828337,40,21.44662974400563,infotainment
REQ_69_i,692.637256284518,"(38.45923697573847, 50.04682138191304)",BS_10,15.097146824658804,30,20.82308486947198,infotainment
REQ_70_a,693.8241384468423,"(45.03932754418725, 51.503692868571235)",BS_50,20.0,30,10.10604765247234,adas
REQ_71_i,699.222926378112,"(60.267863569641975, 93.24833634199227)",BS_57,8.11358723159145,35,19.58311824944097,infotainment
REQ_72_a,703.5748204353831,"(51.677339721523694, 80.08380709116577)",BS_43,20.0,25,9.136278460315047,adas
REQ_73_i,710.4646987519895,"(73.72318836968718, 56.41071851729855)",BS_69,10.417324018893058,30,22.57403105965307,infotainment
REQ_74_s,713.6268066485568,"(72.36598627349834, 56.84351988779513)",BS_75,20.0,20,2.0384919750884496,safety-critical
REQ_75_i,718.7258340083157,"(68.79190254649775, 48.810677633196185)",BS_63,11.20856828100654,40,16.319675968526955,infotainment
REQ_76_a,745.4338606215867,"(70.04694628086438, 47.96700248925483)",BS_79,20.0,20,10.83640833592639,adas
REQ_77_a,752.668299653573,"(38.22021763262747, 43.56771638214496)",BS_52,16.459851176658898,25,10.229837629229134,adas
REQ_78_a,755.014801824986,"(33.99932863585295, 46.13818248952813)",BS_8,20.0,25,10.815937408432035,adas
REQ_79_i,763.3922937778868,"(41.169622652782344, 49.0481219730513)",BS_50,11.93993064274973,35,23.499310351297154,infotainment
REQ_80_a,771.3660892608287,"(25.285459295259972, 68.85075666819492)",BS_5,20.0,25,7.774078109877491,adas
REQ_81_a,775.8981867131257,"(24.105771716300985, 66.59478999314852)",BS_19,19.064765594573057,25,10.849694401966849,adas
REQ_82_i,776.8301166103232,"(71.10613843359066, 45.77713402553321)",BS_79,8.879434844122567,30,23.923074546084756,infotainment
REQ_83_i,788.3790694443863,"(64.6581395236152, 35.7502510010948)",BS_72,15.36999379346884,40,18.83975307965862,infotainment
REQ_84_a,804.5201396597935,"(49.12953761585327, 95.44621074843188)",BS_57,20.0,30,9.806384781045237,adas
REQ_85_i,806.9232658186564,"(47.24394628930652, 87.03126032095663)",BS_39,16.51576224287315,35,20.16498034378804,infotainment
REQ_86_a,811.1155641645241,"(38.86105750356093, 64.86298108928398)",BS_7,20.0,20,12.113977616944528,adas
REQ_87_s,818.7904846630621,"(31.507656219907723, 67.33736412806215)",BS_36,20.0,15,2.028053335341743,safety-critical
REQ_88_i,830.9816591802952,"(86.72936130548035, 80.29748368529069)",BS_47,9.136119037317599,35,19.051776366920127,infotainment
REQ_89_i,832.6291895658195,"(76.75886307674834, 73.76713426352931)",BS_41,15.399476901183064,30,15.35834152275545,infotainment
REQ_90_s,839.2956640392092,"(76.51470733625051, 70.58893802285974)",BS_41,13.874232977350465,20,1.9853602830175088,safety-critical
REQ_91_a,840.2563970275876,"(41.55376860771351, 16.65385393372322)",BS_18,20.0,25,9.495432074207137,adas
REQ_92_a,841.73879108224,"(26.51339390045991, 86.9929385416117)",BS_40,16.799077715972892,25,9.430391380613102,adas
REQ_93_i,858.1938622644482,"(65.60705222961167, 52.76134232940433)",BS_71,20.0,40,15.377505336274933,infotainment
REQ_94_a,881.8270328410499,"(76.10801699341552, 53.836407823914705)",BS_69,20.0,25,8.799212202805172,adas
REQ_95_i,889.3644422366972,"(85.3387189959497, 60.86690492213008)",BS_74,12.841843545392756,35,16.522092731644122,infotainment
REQ_96_a,909.1444479984104,"(78.25224546032851, 65.62106500884438)",BS_74,20.0,30,8.559883449982488,adas
REQ_97_s,928.4060682796278,"(96.69483942651861, 94.13407607278215)",BS_64,15.106751260273917,20,2.048206735334406,safety-critical
REQ_98_s,949.9673984099414,"(99.03363955073122, 94.13380588409964)",BS_47,11.365548644611136,20,2.0239605249807324,safety-critical
REQ_99_a,973.3465139917004,"(96.17655340453203, 95.29420739804203)",BS_64,20.0,30,12.70797107674808,adas
REQ_100_s,984.6838188437771,"(91.59580590191463, 99.62880476884357)",BS_64,20.0,20,2.0758004077627157,safety-critical
REQ_101_a,985.8140041044493,"(86.49109885847433, 94.64381079226649)",BS_64,20.0,20,9.690306606586724,adas
REQ_102_a,1002.0953396027526,"(30.92906060272288, 100.0)",BS_24,18.227145749257836,25,11.374300180970742,adas
REQ_103_a,1010.5934319746452,"(28.384992876904974, 96.7409388436404)",BS_24,20.0,20,10.535714445149901,adas
REQ_104_i,1018.4478969456302,"(58.23672527716233, 36.40190047430069)",BS_72,19.149622927382957,35,20.870095926478363,infotainment
REQ_105_a,1033.4568730748642,"(41.47943627697903, 75.8850034150262)",BS_48,15.184707481934248,20,9.055815828902936,adas
REQ_106_s,1043.1807361989015,"(29.41459829148608, 82.59221421016267)",BS_35,20.0,20,2.0265558945332636,safety-critical
REQ_107_a,1044.1433268494884,"(36.08600818088948, 80.04557796152523)",BS_54,20.0,20,8.027156678882282,adas
REQ_108_a,1046.1403110549115,"(50.01820981643762, 2.3160416912088144)",BS_83,17.825134838582464,30,11.329359536122618,adas
REQ_109_s,1060.43603782065,"(50.60863420508851, 1.2783906746416034)",BS_83,16.770139832805437,15,1.9415398244892659,safety-critical
REQ_110_i,1073.4706905692058,"(46.71091631621621, 4.746908224172211)",BS_78,6.20504599116481,40,19.136347257037773,infotainment
REQ_111_i,1077.3303860582055,"(55.58516816596376, 5.44446156662793)",BS_83,6.740292337464115,40,13.841446930272268,infotainment
REQ_112_s,1088.1202451799227,"(54.56727644172547, 3.6565708486367994)",BS_83,15.48128817031424,25,2.0260138298060184,safety-critical
REQ_113_s,1090.0976269530245,"(58.71732579875279, 48.262421528991815)",BS_61,12.703578453077814,15,2.0071643740643927,safety-critical
REQ_114_i,1094.9857807757996,"(57.881970458315664, 45.950061327046996)",BS_61,17.584759381523035,30,21.156680736119714,infotainment
REQ_115_s,1105.8264603037248,"(56.790568654796225, 54.920488218011535)",BS_53,20.0,15,2.022407892188604,safety-critical
REQ_116_i,1106.0151101790175,"(8.091063036424899, 91.56474612666281)",BS_22,17.677584510174793,30,21.60503279647744,infotainment
REQ_117_i,1106.878513832019,"(8.781570406552222, 78.01139931391037)",BS_33,19.628249085012985,30,15.687456836450885,infotainment
REQ_118_i,1120.709919464611,"(10.26815906260304, 83.88484680090266)",BS_27,13.199584409181007,30,18.239422244176883,infotainment
REQ_119_i,1120.7423455484409,"(0.05752499456215787, 87.26180590041156)",BS_37,8.338438317848993,35,23.811717129352594,infotainment
REQ_120_i,1146.5336847987232,"(0.0, 92.36828509258063)",BS_37,6.105598457856703,40,18.37821677968107,infotainment
REQ_121_a,1155.962762151163,"(28.887496451024866, 57.10417881046692)",BS_45,20.0,30,8.791627644777378,adas
REQ_122_a,1159.6479785409538,"(91.08189827904927, 25.24713882620715)",BS_62,18.730502830571865,25,8.215697761891676,adas
REQ_123_i,1172.8190343944625,"(42.413948500669505, 37.118222569118934)",BS_95,13.75497445825256,40,19.982054423849533,infotainment
REQ_124_i,1196.7063196040324,"(48.62676588767955, 36.83503136702308)",BS_2,11.69719270631414,30,18.454118055680738,infotainment
REQ_125_i,1209.8749865999466,"(74.4700938345278, 83.31666130056637)",BS_77,14.451557587286405,35,17.615918738282996,infotainment
REQ_126_i,1233.28897316019,"(73.75449255912221, 91.70179379535246)",BS_64,10.942457139905768,35,23.58560375558039,infotainment
REQ_127_s,1259.5515562115993,"(71.7534626504473, 99.58443829773324)",BS_64,16.236557413794173,15,1.9478600549244949,safety-critical
REQ_128_i,1264.102714330727,"(71.04267333635804, 100.0)",BS_64,5.0,30,14.08455182188087,infotainment
REQ_129_a,1265.9573180039397,"(68.0628901086764, 100.0)",BS_64,19.314216072908273,30,10.77789257345512,adas
REQ_130_a,1278.0830574766087,"(67.54640994319676, 96.18569458355604)",BS_64,18.840624900877046,20,12.733898465041175,adas
REQ_131_a,1280.7473228809188,"(74.15683125111187, 86.89408616788884)",BS_64,16.940213245520958,25,10.60258882241723,adas
REQ_132_i,1313.8604320506568,"(41.137524313090005, 79.70859522975073)",BS_48,15.11766526421642,30,17.870620807494262,infotainment
REQ_133_a,1330.4304809221442,"(43.07127999216378, 92.62660245540935)",BS_58,17.65361850103148,30,10.620399648826448,adas
REQ_134_i,1335.9777815990465,"(71.13884463626981, 39.25284406494302)",BS_79,17.365956940231264,30,20.633145720136664,infotainment
REQ_135_i,1355.2818259636792,"(63.36803251478859, 50.820311161580875)",BS_71,12.62543294320709,35,22.796760745520615,infotainment
REQ_136_a,1356.284826992945,"(38.368189607699684, 61.02851475152395)",BS_42,20.0,25,8.620403033685632,adas
REQ_137_a,1367.6100866112413,"(46.0884147819675, 53.926606027959025)",BS_50,18.792823949741507,30,11.102347009624463,adas
REQ_138_i,1368.1120966302665,"(39.71101085364786, 43.509184654121384)",BS_52,13.505602380099926,30,19.006914503899193,infotainment
REQ_139_a,1383.8463481375084,"(36.05315276350347, 43.85690866550721)",BS_8,20.0,25,9.435926463880907,adas
REQ_140_s,1393.804157023654,"(31.18679749972517, 51.16306835121216)",BS_91,20.0,20,1.9243131999097673,safety-critical
REQ_141_a,1458.348866740934,"(26.597422388403317, 44.26539695085006)",BS_84,20.0,30,9.818616985229527,adas
REQ_142_i,1497.4567465188475,"(22.178045890447976, 49.06249231612764)",BS_14,5.0,35,21.393874778245888,infotainment
REQ_143_i,1497.642103118545,"(20.09553640920589, 44.27200527266445)",BS_6,16.729184501609538,35,18.929772579075777,infotainment
REQ_144_a,1507.9526999699679,"(11.836694096615437, 40.92539628373577)",BS_6,17.758063010500447,25,9.552928178082059,adas
